"year","sd_DEDI","cv_DEDI"
2013,15.3909850076442,0.429119570323965
2014,15.2266832689103,0.385215050553455
2015,15.7718143545654,0.361410377973519
2016,16.1422296811685,0.35046443561709
2017,16.5099961618156,0.339901906951099
2018,16.8155929183889,0.328322444761676
2019,17.1109215483172,0.317639009526903
2020,17.3281533907964,0.309507731127117
2021,17.7032005532596,0.317088977259815
2022,17.9994404433919,0.317494019847043
